customer_id,amount,time
7319,15.85,6
7330,0.89,6
7333,12.07,6
7335,0.73,6
7337,12.33,6
7338,26.45,6
7382,0.71,6
7400,6.25,6
7406,36.06,6
7411,4.1,6
7433,43.42,6
7438,15.95,6
7470,10.3,6
7476,1.53,6
7482,30.78,6
7493,0.8200000000000001,6
7538,28.78,6
7539,16.14,6
7564,15.22,6
7574,4.24,6
7586,3.19,6
7593,3.98,6
7615,19.5,6
7670,12.41,6
7690,33.66,6
7697,1.55,6
7713,26.17,6
7719,1.5899999999999999,6
7736,15.67,6
7744,3.8200000000000003,6
7784,14.85,6
7824,16.7,6
7866,21.35,6
7880,13.47,6
7910,3.9699999999999998,6
7913,20.3,6
7935,4.38,6
7936,1.77,6
7940,12.57,6
7959,0.99,6
7966,0.46,6
7992,18.17,6
8009,14.84,6
8022,17.01,6
8049,27.23,6
8052,3.51,6
8066,2.3,6
8077,0.06,6
8095,3.61,6
8138,2.42,6
8149,14.19,6
8237,2.77,6
8247,22.53,6
8278,4.87,6
8291,10.01,6
8307,26.97,6
8311,0.81,6
8392,17.62,6
8403,21.26,6
8452,1.3599999999999999,6
8474,25.93,6
8475,20.19,6
8476,29.98,6
8492,0.19,6
8519,27.45,6
8521,2.96,6
8534,17.43,6
8559,16.21,6
8571,10.4,6
8593,12.64,6
8597,1.81,6
8631,12.26,6
8668,8.51,6
8682,1.18,6
8703,5.89,6
8715,2.22,6
8716,26.32,6
8729,3.77,6
8782,13.0,6
8801,5.1,6
8819,17.81,6
8833,21.39,6
8852,5.14,6
8886,0.11,6
8895,18.22,6
8932,7.98,6
8940,7.62,6
8958,9.75,6
8991,41.58,6
9008,3.17,6
9014,29.66,6
9024,2.12,6
9036,4.62,6
9049,7.17,6
9062,9.65,6
9082,0.68,6
9110,0.96,6
9115,7.63,6
9141,3.93,6
9207,1.5899999999999999,6
9273,2.01,6
9323,40.61,6
9338,1.21,6
9440,12.89,6
9467,6.16,6
9472,12.73,6
9476,15.86,6
9484,4.53,6
9490,22.33,6
9522,5.41,6
9527,2.8200000000000003,6
9561,5.52,6
9579,21.2,6
9583,17.32,6
9634,23.68,6
9635,12.57,6
9642,18.72,6
9652,1.25,6
9670,26.15,6
9679,11.08,6
9740,12.86,6
9755,20.23,6
9774,34.53,6
9784,0.42,6
9810,19.03,6
9813,44.14,6
9848,13.79,6
9865,3.39,6
9876,21.84,6
9908,26.4,6
9921,10.23,6
9949,22.81,6
9958,0.5,6
9975,11.97,6
9988,1.08,6
9995,3.71,6
9996,6.71,6
10034,1.96,6
10062,24.09,6
10074,7.28,6
10082,14.32,6
10086,10.46,6
10134,22.71,6
10184,0.66,6
10217,13.81,6
10232,14.63,6
10235,1.97,6
10271,1.1,6
10285,26.81,6
10293,6.55,6
10324,0.14,6
10363,1.44,6
10365,23.19,6
10383,5.38,6
10396,2.01,6
10417,11.85,6
10450,7.54,6
10455,0.08,6
10462,18.36,6
10493,25.02,6
10497,17.08,6
10501,5.5600000000000005,6
10511,5.74,6
10517,1.47,6
10535,0.55,6
10542,10.33,6
10551,5.82,6
10556,0.29,6
10571,8.82,6
10610,5.59,6
10633,28.64,6
10644,9.41,6
10678,3.16,6
10816,4.5,6
10829,7.26,6
10849,1.52,6
10864,5.85,6
10892,22.89,6
10906,6.58,6
10925,6.8,6
10931,20.38,6
10944,2.56,6
10974,30.35,6
10995,5.9,6
11003,4.86,6
11016,4.53,6
11018,20.3,6
11031,16.48,6
11153,23.93,6
11159,2.45,6
11176,28.9,6
11218,28.43,6
11222,5.27,6
11223,1.92,6
11239,17.34,6
11240,2.96,6
11296,9.83,6
11329,3.54,6
11384,0.13,6
11396,25.49,6
11447,3.93,6
11470,20.88,6
11507,33.04,6
11524,35.76,6
11591,0.56,6
11606,2.35,6
11615,5.48,6
11618,2.39,6
11632,13.78,6
11659,2.63,6
11670,7.89,6
11683,7.55,6
11693,3.64,6
11724,24.93,6
11733,11.46,6
11751,1.6800000000000002,6
11775,6.47,6
11781,31.67,6
11790,3.69,6
11800,10.65,6
11828,16.82,6
11840,0.35000000000000003,6
11866,15.85,6
11872,6.12,6
11884,92.36,6
11924,41.83,6
11970,3.98,6
11981,8.28,6
11992,12.68,6
11993,22.1,6
12002,14.19,6
12018,26.69,6
12070,4.52,6
12085,0.1,6
12111,24.8,6
12132,20.27,6
12136,4.53,6
12143,1.27,6
12144,25.54,6
12162,0.49,6
12178,0.56,6
12223,1.02,6
12247,6.63,6
12255,16.4,6
12288,29.04,6
12294,19.79,6
12302,15.28,6
12321,26.69,6
12324,17.75,6
12402,14.41,6
12441,2.23,6
12443,24.78,6
12449,5.44,6
12482,5.39,6
12497,2.99,6
12505,32.71,6
12541,15.49,6
12565,0.91,6
12574,0.26,6
12576,21.47,6
12577,21.81,6
12609,12.03,6
12633,18.33,6
12644,8.31,6
12659,11.84,6
12666,2.17,6
12727,3.16,6
12731,2.71,6
12782,26.91,6
12792,19.3,6
12869,1.4,6
12993,12.64,6
13003,3.1,6
13011,13.04,6
13026,0.8,6
13061,6.45,6
13095,2.93,6
13132,27.12,6
13142,5.74,6
13146,0.8200000000000001,6
13157,33.06,6
13193,17.35,6
13259,1.5,6
13287,3.51,6
13307,1.48,6
13350,26.19,6
13358,7.12,6
13363,3.14,6
13366,1.53,6
13408,11.19,6
13432,9.12,6
13445,24.48,6
13485,26.25,6
13526,6.34,6
13549,17.89,6
13633,27.66,6
13644,3.7199999999999998,6
13686,7.43,6
13715,4.21,6
13725,15.18,6
13732,17.01,6
13789,10.88,6
13793,21.86,6
13798,3.68,6
13804,1.33,6
13806,5.26,6
13808,26.2,6
13836,14.48,6
13847,0.31,6
13851,15.2,6
13859,23.26,6
13878,15.77,6
13932,15.51,6
13998,12.95,6
14010,20.81,6
14028,0.72,6
14044,17.7,6
14069,5.14,6
14078,11.19,6
14086,10.68,6
14095,14.16,6
14104,4.36,6
14140,1.13,6
14191,2.07,6
14233,17.86,6
14250,10.02,6
14260,8.03,6
14345,13.89,6
14411,0.92,6
14414,1.3,6
14433,29.97,6
14481,24.87,6
14497,7.13,6
14550,1.53,6
14556,18.29,6
14593,9.19,6
14598,18.65,6
14619,1.94,6
14668,0.13,6
14702,27.02,6
14748,3.01,6
14800,17.08,6
14836,1.18,6
14838,0.38,6
14894,4.23,6
14896,12.04,6
14928,1.21,6
14959,20.04,6
14960,4.16,6
15045,1.04,6
15057,2.17,6
15066,28.56,6
15070,4.16,6
15113,1.52,6
15119,38.59,6
15126,13.99,6
15129,9.87,6
15149,3.26,6
15162,0.31,6
15164,15.79,6
15183,29.53,6
15200,12.67,6
15214,0.52,6
15263,0.6900000000000001,6
15264,14.79,6
15276,0.36,6
15282,23.78,6
15291,15.81,6
15333,38.83,6
15346,4.03,6
15348,8.69,6
15460,0.98,6
15514,7.69,6
15522,0.85,6
15537,6.49,6
15538,7.05,6
15561,27.22,6
15568,21.96,6
15635,17.52,6
15645,34.55,6
15657,10.34,6
15675,2.62,6
15678,18.02,6
15689,0.42,6
15700,1.15,6
15709,9.79,6
15710,15.22,6
15721,1.0,6
15789,6.14,6
15796,16.7,6
15797,16.48,6
15811,11.19,6
15815,4.28,6
15821,15.61,6
15829,4.86,6
15832,7.82,6
15853,24.38,6
15904,9.69,6
15908,3.27,6
15915,14.03,6
16010,3.64,6
16054,4.83,6
16060,24.67,6
16080,13.71,6
16097,15.64,6
16116,23.63,6
16224,3.09,6
16236,31.34,6
16239,4.68,6
16251,2.69,6
16271,33.14,6
16278,13.84,6
16286,20.7,6
16292,5.01,6
16356,22.72,6
16386,22.02,6
16388,22.3,6
16412,4.59,6
16417,21.06,6
16457,0.81,6
16458,16.83,6
16463,0.59,6
16479,9.6,6
16491,0.51,6
16500,12.77,6
16521,6.74,6
16582,3.73,6
16584,0.56,6
16595,1.37,6
16638,17.5,6
16658,24.28,6
16679,14.18,6
16684,1.81,6
16708,0.49,6
16722,4.64,6
16723,7.52,6
16747,9.38,6
16760,20.8,6
16764,0.97,6
16803,2.88,6
16804,2.21,6
16806,0.85,6
16849,8.86,6
16852,7.09,6
16860,18.5,6
16879,448.97,6
16963,16.27,6
16971,16.57,6
34,5.47,12
35,14.35,12
41,4.5600000000000005,12
89,1.6600000000000001,12
116,4.88,12
124,2.9,12
126,3.75,12
133,16.6,12
137,1.97,12
176,9.44,12
224,9.0,12
315,16.39,12
319,16.72,12
331,70.19,12
332,5.94,12
336,4.77,12
343,16.69,12
364,9.6,12
381,1.5899999999999999,12
386,0.9,12
399,30.88,12
412,3.86,12
420,13.89,12
479,24.7,12
505,0.42,12
513,18.18,12
516,22.55,12
536,8.85,12
541,2.71,12
548,1.94,12
601,1.62,12
614,0.98,12
653,3.63,12
655,0.89,12
664,2.35,12
673,23.43,12
683,8.36,12
686,3.31,12
693,1.4100000000000001,12
694,1.03,12
698,2.08,12
712,23.55,12
740,1.88,12
788,14.9,12
861,21.32,12
873,3.9,12
942,20.68,12
948,9.15,12
966,1.8900000000000001,12
979,17.16,12
991,20.21,12
1019,21.81,12
1024,27.32,12
1047,10.02,12
1060,18.45,12
1065,28.95,12
1078,20.76,12
1088,15.87,12
1090,14.66,12
1092,32.83,12
1101,18.94,12
1133,3.23,12
1148,23.04,12
1154,2.05,12
1166,17.29,12
1176,21.64,12
1199,29.46,12
1218,3.0,12
1239,1.15,12
1274,18.99,12
1283,18.32,12
1318,35.5,12
1352,26.58,12
1355,17.53,12
1364,1.83,12
1373,4.42,12
1405,27.28,12
1406,24.29,12
1415,1.53,12
1435,8.52,12
1443,28.92,12
1448,27.24,12
1485,6.83,12
1502,2.56,12
1512,10.31,12
1556,4.51,12
1564,0.8200000000000001,12
1568,20.17,12
1590,4.34,12
1598,12.49,12
1608,8.78,12
1642,22.47,12
1654,3.38,12
1669,1.24,12
1671,11.24,12
1681,11.55,12
1719,4.1,12
1735,0.48,12
1766,38.69,12
1803,18.25,12
1829,27.38,12
1841,7.07,12
1843,2.59,12
