customer_id,membership_days,age,income,gender_Blank,gender_F,gender_M,gender_O
80,312,41,55000,1,0,0,0
81,939,51,41000,0,0,1,0
82,198,27,35000,0,0,1,0
83,150,40,53000,0,0,1,0
84,1041,25,93000,1,0,0,0
85,99,73,91000,0,1,0,0
86,946,74,107000,0,1,0,0
87,979,42,66000,0,0,1,0
88,989,78,58000,0,0,1,0
89,579,54,53000,0,1,0,0
90,44,70,74000,0,1,0,0
91,475,49,57000,0,1,0,0
92,108,62,57000,0,1,0,0
93,509,64,70000,0,0,1,0
94,255,89,87000,0,1,0,0
95,117,73,51000,0,0,1,0
96,720,64,87000,1,0,0,0
97,447,50,93000,0,1,0,0
98,960,90,98000,0,1,0,0
99,726,68,84000,0,1,0,0
100,536,60,64000,0,0,1,0
101,346,45,54000,0,0,1,0
102,915,66,49000,0,0,1,0
103,519,60,68000,1,0,0,0
104,338,45,85000,1,0,0,0
105,650,19,73000,0,1,0,0
106,161,66,58000,0,1,0,0
107,715,72,72000,0,1,0,0
108,909,46,80000,1,0,0,0
109,841,76,63000,0,0,1,0
110,438,52,78000,0,0,1,0
111,229,55,31000,0,0,1,0
112,311,39,60000,0,1,0,0
113,913,45,44000,0,1,0,0
114,388,57,114000,0,1,0,0
115,15,74,48000,0,0,1,0
116,730,18,47000,0,0,1,0
117,303,53,96000,0,0,1,0
118,320,59,98000,0,1,0,0
119,1361,57,46000,0,0,1,0
120,348,51,56000,0,1,0,0
121,1093,22,33000,1,0,0,0
122,244,62,85000,1,0,0,0
123,280,64,37000,0,1,0,0
124,544,71,57000,0,0,1,0
125,462,64,66000,0,1,0,0
126,181,83,46000,0,0,1,0
127,228,26,71000,0,0,1,0
128,830,53,47000,1,0,0,0
129,128,29,58000,0,1,0,0
130,315,43,70000,0,0,1,0
131,194,89,65000,0,1,0,0
132,70,49,79000,0,1,0,0
133,760,79,67000,0,0,1,0
134,284,55,94000,0,1,0,0
135,236,55,66000,0,0,1,0
136,293,45,31000,0,0,1,0
137,178,52,30000,0,0,1,0
138,844,39,55000,0,0,1,0
139,25,77,69000,0,0,1,0
140,18,66,60000,0,0,1,0
141,303,69,87000,0,1,0,0
142,1437,74,53000,0,0,1,0
143,647,68,86000,1,0,0,0
144,15,75,87000,0,1,0,0
145,1052,59,85000,0,1,0,0
146,1670,47,66000,0,0,1,0
147,60,20,69000,0,0,1,0
148,457,60,108000,0,0,1,0
149,134,65,61000,0,0,1,0
150,1193,33,43000,0,0,1,0
151,222,39,67000,0,1,0,0
152,55,49,59000,0,0,1,0
153,170,68,58000,0,0,1,0
154,533,42,80000,0,0,1,0
155,56,72,33000,0,0,1,0
156,429,18,49000,0,1,0,0
157,29,32,42000,0,1,0,0
158,333,67,50000,0,0,1,0
159,23,52,42000,0,0,1,0
160,281,38,64000,0,0,1,0
161,133,60,77000,0,1,0,0
162,217,62,77000,0,1,0,0
163,19,55,51000,0,1,0,0
164,90,22,63000,0,0,1,0
165,233,34,41000,0,0,1,0
166,1321,46,60000,0,0,1,0
167,1,85,67000,0,0,1,0
168,498,51,85000,0,1,0,0
169,1056,72,47000,1,0,0,0
170,821,53,85000,0,1,0,0
171,716,51,92000,0,0,1,0
172,194,58,51000,1,0,0,0
173,1152,48,44000,0,0,1,0
174,52,52,72000,0,0,1,0
175,415,67,64000,1,0,0,0
176,874,62,53000,0,0,1,0
177,124,42,62000,0,0,1,0
178,275,55,65000,0,0,1,0
179,1046,27,50000,0,1,0,0
180,58,68,107000,0,0,1,0
181,219,74,83000,0,1,0,0
182,1385,77,66000,0,0,1,0
183,190,35,72000,0,0,1,0
184,261,50,69000,0,1,0,0
185,1004,45,94000,0,0,1,0
186,573,82,87000,0,0,1,0
187,1678,40,57000,0,0,1,0
188,40,66,34000,0,0,1,0
189,107,52,63000,0,0,1,0
190,850,57,89000,0,1,0,0
191,758,68,69000,0,0,1,0
192,146,21,52000,0,0,1,0
193,346,61,44000,0,0,1,0
194,812,49,59000,1,0,0,0
195,132,58,54000,0,1,0,0
196,43,67,54000,0,1,0,0
197,530,24,61000,0,0,1,0
198,1267,51,87000,1,0,0,0
199,252,26,35000,0,0,1,0
200,232,71,105000,0,1,0,0
201,227,69,64000,0,1,0,0
202,85,81,93000,0,0,1,0
203,843,62,73000,0,0,1,0
204,383,38,74000,0,0,1,0
205,304,61,82000,0,0,1,0
206,352,52,92000,0,1,0,0
207,214,50,70000,0,0,1,0
208,526,54,118000,0,0,1,0
209,86,75,109000,0,1,0,0
210,130,82,73000,0,0,1,0
211,7,64,38000,0,0,1,0
212,1025,54,99000,0,1,0,0
213,19,25,74000,1,0,0,0
214,200,82,72000,0,0,1,0
215,985,73,74000,1,0,0,0
216,79,90,45000,0,0,1,0
217,101,34,67000,0,1,0,0
218,9,44,53000,0,0,1,0
219,16,79,106000,0,1,0,0
220,573,58,95000,0,1,0,0
221,122,18,116000,1,0,0,0
222,934,47,74000,0,1,0,0
223,252,60,59000,0,1,0,0
224,354,83,54000,0,0,1,0
225,71,74,103000,0,1,0,0
226,1044,89,101000,0,0,1,0
227,874,68,62000,0,0,1,0
228,242,63,110000,0,1,0,0
229,21,40,51000,0,1,0,0
230,222,79,99000,0,1,0,0
231,128,71,30000,0,0,1,0
232,1055,76,114000,0,1,0,0
233,790,89,96000,0,0,1,0
234,363,63,36000,0,0,1,0
235,87,59,76000,1,0,0,0
236,308,41,83000,0,0,1,0
237,110,71,56000,0,1,0,0
238,289,44,36000,0,0,1,0
239,842,25,73000,0,0,1,0
240,122,27,70000,0,0,1,0
241,165,67,106000,0,0,1,0
242,889,77,80000,0,1,0,0
243,941,68,66000,0,1,0,0
244,828,37,64000,0,0,1,0
245,856,55,60000,0,0,1,0
246,692,30,54000,0,0,1,0
247,1077,51,54000,0,0,1,0
248,15,47,92000,0,1,0,0
249,173,49,48000,0,0,1,0
250,1023,32,38000,0,0,1,0
251,465,30,69000,0,0,1,0
252,517,47,86000,0,0,1,0
253,232,60,52000,1,0,0,0
254,550,34,34000,0,0,1,0
255,418,78,101000,0,1,0,0
256,877,85,71000,0,1,0,0
257,1816,75,69000,0,1,0,0
258,503,76,71000,0,1,0,0
259,1101,89,59000,0,1,0,0
260,179,58,70000,0,0,1,0
261,270,23,49000,0,0,1,0
262,314,58,53000,0,0,1,0
263,211,36,93000,1,0,0,0
264,1019,64,95000,0,1,0,0
265,321,72,39000,0,0,1,0
266,350,66,72000,0,1,0,0
267,352,49,68000,0,1,0,0
268,470,43,71000,0,0,1,0
269,10,58,39000,0,0,1,0
270,355,43,76000,0,0,1,0
271,485,56,87000,0,1,0,0
272,284,69,118000,0,1,0,0
273,161,60,94000,0,0,0,1
274,786,81,70000,0,0,1,0
275,480,42,91000,0,0,1,0
276,1294,75,71000,0,0,1,0
277,181,62,73000,0,0,1,0
278,813,55,54000,0,1,0,0
279,289,65,39000,0,0,1,0
280,515,52,46000,0,0,1,0
281,285,30,40000,0,1,0,0
282,1037,74,75000,0,1,0,0
283,1064,100,63000,0,1,0,0
284,490,26,40000,0,1,0,0
285,851,56,53000,0,1,0,0
286,1381,50,90000,0,0,1,0
287,292,73,95000,0,0,1,0
288,229,49,74000,0,1,0,0
289,930,37,50000,0,0,1,0
290,896,65,57000,0,0,1,0
291,883,64,81000,0,1,0,0
292,651,48,53000,0,1,0,0
293,1080,20,32000,0,0,1,0
294,172,66,37000,1,0,0,0
295,4,46,40000,0,0,1,0
296,1187,24,69000,0,0,1,0
297,1066,71,95000,0,0,1,0
298,63,50,78000,0,1,0,0
299,438,37,92000,0,0,1,0
300,796,57,81000,0,1,0,0
301,310,52,64000,1,0,0,0
302,1554,52,85000,0,0,1,0
303,702,41,41000,0,0,1,0
304,404,66,74000,0,1,0,0
305,1030,66,87000,0,1,0,0
306,275,68,120000,0,1,0,0
307,871,20,70000,0,0,1,0
308,388,43,42000,0,0,1,0
309,227,73,38000,0,0,1,0
310,112,81,48000,1,0,0,0
311,424,42,56000,0,1,0,0
312,783,82,110000,0,0,1,0
313,100,72,56000,1,0,0,0
314,260,70,92000,0,1,0,0
315,290,42,71000,0,1,0,0
316,1058,48,62000,0,0,1,0
317,1051,53,93000,0,1,0,0
318,145,64,67000,0,0,1,0
319,185,79,90000,0,0,1,0
320,807,51,55000,0,0,1,0
321,188,45,88000,0,1,0,0
322,785,48,105000,0,1,0,0
323,1075,37,77000,1,0,0,0
324,1007,54,119000,0,1,0,0
325,17,52,48000,0,0,1,0
326,1767,28,68000,0,0,1,0
327,1547,69,47000,0,0,1,0
328,395,73,92000,0,0,1,0
329,340,50,66000,1,0,0,0
330,348,67,71000,0,1,0,0
331,44,76,34000,0,1,0,0
332,979,55,53000,0,1,0,0
333,34,89,83000,0,1,0,0
334,541,30,51000,1,0,0,0
335,89,57,41000,0,0,1,0
336,736,64,56000,1,0,0,0
337,166,54,70000,0,1,0,0
338,1081,30,66000,1,0,0,0
339,212,58,73000,0,0,1,0
340,346,31,45000,1,0,0,0
341,246,49,39000,0,0,1,0
342,81,73,79000,0,1,0,0
343,523,58,76000,0,1,0,0
344,225,51,70000,0,0,1,0
345,830,74,78000,0,0,1,0
346,1055,53,95000,0,0,1,0
347,150,61,32000,0,0,1,0
348,318,46,41000,1,0,0,0
349,276,41,55000,0,0,1,0
350,292,64,95000,0,1,0,0
351,802,40,66000,1,0,0,0
352,302,66,45000,1,0,0,0
353,322,42,75000,0,0,1,0
354,822,50,57000,0,0,1,0
355,327,60,56000,0,0,1,0
356,840,57,83000,0,1,0,0
357,476,39,54000,0,1,0,0
358,327,56,69000,1,0,0,0
359,699,57,67000,0,1,0,0
360,223,57,71000,0,0,1,0
361,861,68,51000,0,0,1,0
362,1051,83,114000,0,1,0,0
363,206,35,72000,0,1,0,0
364,207,90,72000,0,1,0,0
365,114,56,72000,0,0,1,0
366,194,58,119000,1,0,0,0
367,323,84,81000,0,0,1,0
368,137,62,39000,0,0,1,0
369,519,63,58000,0,0,1,0
370,232,60,73000,1,0,0,0
371,934,67,56000,0,0,1,0
372,243,68,50000,0,1,0,0
373,445,55,73000,0,0,1,0
374,49,65,79000,1,0,0,0
375,286,71,46000,1,0,0,0
376,535,24,59000,0,1,0,0
377,346,40,39000,0,0,1,0
378,190,83,61000,0,0,1,0
379,935,59,66000,1,0,0,0
380,769,43,91000,1,0,0,0
381,498,63,41000,0,1,0,0
382,192,59,59000,0,1,0,0
383,232,49,42000,0,0,0,1
384,775,61,99000,0,1,0,0
385,44,42,57000,0,0,1,0
386,179,58,36000,0,0,1,0
387,644,48,44000,0,1,0,0
388,332,35,64000,0,0,1,0
389,134,36,31000,0,0,1,0
390,834,41,100000,0,1,0,0
391,453,83,73000,0,1,0,0
392,285,53,87000,0,0,1,0
393,1051,81,105000,1,0,0,0
394,924,53,97000,0,1,0,0
395,198,80,48000,0,1,0,0
396,984,25,66000,0,0,1,0
397,996,63,119000,0,0,1,0
398,773,63,66000,0,1,0,0
399,185,56,109000,0,1,0,0
400,296,43,59000,0,0,1,0
401,865,58,58000,0,1,0,0
402,550,59,59000,0,0,1,0
403,131,49,104000,0,0,1,0
404,318,63,70000,0,1,0,0
405,960,42,94000,0,0,1,0
406,191,52,57000,0,1,0,0
407,110,57,37000,0,1,0,0
408,260,56,59000,0,1,0,0
409,285,80,87000,0,0,1,0
410,897,43,52000,0,0,1,0
411,255,54,70000,0,0,1,0
412,623,28,73000,0,0,1,0
413,292,57,95000,0,1,0,0
414,1235,71,67000,0,0,1,0
415,271,75,35000,1,0,0,0
416,100,64,112000,0,1,0,0
417,1518,20,49000,0,0,1,0
418,1070,30,70000,1,0,0,0
419,1065,26,72000,1,0,0,0
420,460,36,58000,0,1,0,0
421,661,45,99000,0,1,0,0
422,1318,71,65000,0,0,1,0
423,56,67,89000,0,0,1,0
424,673,72,81000,0,1,0,0
425,76,51,100000,0,0,1,0
426,464,63,66000,1,0,0,0
427,311,48,68000,0,0,1,0
428,108,53,60000,0,0,1,0
429,162,25,53000,0,0,1,0
430,198,79,85000,0,1,0,0
431,33,19,32000,0,0,1,0
432,107,28,49000,0,1,0,0
433,1507,56,76000,0,0,1,0
434,1591,44,37000,0,0,1,0
435,214,25,40000,0,0,1,0
436,195,61,78000,0,1,0,0
437,308,34,59000,0,0,1,0
438,229,41,37000,0,1,0,0
439,600,44,51000,0,0,1,0
440,28,51,92000,0,1,0,0
441,260,47,44000,0,0,1,0
442,20,63,70000,0,1,0,0
443,243,62,61000,0,0,1,0
444,24,66,71000,0,0,1,0
445,231,62,70000,0,0,1,0
446,838,83,88000,0,0,1,0
447,30,43,58000,0,0,1,0
448,600,66,94000,0,1,0,0
449,251,70,44000,0,0,1,0
450,196,65,66000,0,1,0,0
451,628,33,54000,0,1,0,0
452,1,63,78000,0,0,1,0
453,360,77,42000,0,0,1,0
454,284,49,57000,0,1,0,0
455,550,53,104000,0,0,1,0
456,880,61,87000,0,1,0,0
457,955,60,38000,0,0,1,0
458,1003,53,61000,1,0,0,0
459,312,44,60000,0,1,0,0
460,1131,69,62000,0,0,1,0
461,64,39,71000,0,0,1,0
462,1219,38,55000,0,1,0,0
463,216,83,99000,0,1,0,0
464,915,63,94000,0,1,0,0
465,1016,41,41000,0,1,0,0
466,257,54,39000,0,0,1,0
467,163,42,52000,1,0,0,0
468,182,41,55000,0,0,1,0
469,764,48,74000,1,0,0,0
470,327,55,50000,1,0,0,0
471,308,56,69000,0,1,0,0
472,486,34,59000,1,0,0,0
473,190,50,98000,0,0,1,0
474,977,58,55000,0,0,1,0
475,458,39,61000,0,0,1,0
476,304,60,55000,0,1,0,0
477,689,60,74000,0,1,0,0
478,24,24,38000,0,0,1,0
479,604,48,57000,0,0,1,0
480,123,50,110000,0,0,1,0
481,362,41,67000,0,1,0,0
482,1180,45,84000,0,0,1,0
483,748,48,93000,0,0,1,0
484,176,59,87000,0,0,1,0
485,95,43,45000,0,0,1,0
486,279,56,67000,0,1,0,0
487,598,54,93000,0,0,1,0
488,5,48,47000,0,1,0,0
489,159,54,57000,1,0,0,0
490,1076,74,117000,1,0,0,0
491,537,61,70000,1,0,0,0
492,213,63,49000,0,0,1,0
493,1031,70,69000,1,0,0,0
494,237,47,35000,0,0,1,0
495,696,52,56000,0,0,1,0
496,690,58,78000,0,1,0,0
497,1175,78,39000,0,0,1,0
498,1487,43,40000,0,0,1,0
499,355,68,61000,0,0,1,0
500,1181,18,48000,0,0,1,0
501,676,39,85000,0,1,0,0
502,6,74,99000,0,0,1,0
503,554,53,98000,0,1,0,0
504,1038,61,67000,0,1,0,0
505,90,23,54000,0,0,1,0
506,260,46,55000,0,0,1,0
507,334,51,78000,0,0,1,0
508,111,77,86000,0,0,1,0
509,274,79,91000,0,1,0,0
510,1170,41,41000,0,0,1,0
511,891,60,78000,0,1,0,0
512,246,54,47000,0,1,0,0
513,1041,63,89000,0,0,0,1
514,104,73,76000,0,0,1,0
515,166,47,77000,0,0,1,0
516,847,84,82000,0,0,1,0
517,96,22,97000,1,0,0,0
518,329,20,56000,0,0,1,0
519,1286,24,35000,0,1,0,0
520,504,58,71000,0,1,0,0
521,302,35,40000,0,0,1,0
522,361,74,52000,1,0,0,0
523,355,57,33000,0,0,1,0
524,1204,87,55000,0,0,1,0
525,1178,86,84000,0,1,0,0
526,191,57,100000,0,1,0,0
527,278,61,112000,0,0,1,0
528,279,25,53000,0,0,1,0
529,1171,38,31000,0,0,1,0
530,1337,94,50000,0,0,1,0
531,958,59,61000,0,0,1,0
532,208,49,73000,0,1,0,0
533,773,61,72000,0,1,0,0
534,452,56,76000,1,0,0,0
535,268,31,64000,0,0,1,0
536,267,75,53000,0,1,0,0
537,220,71,52000,1,0,0,0
538,1083,80,57000,1,0,0,0
539,113,51,65000,0,0,1,0
540,238,68,74000,0,0,1,0
541,64,86,71000,0,0,1,0
542,20,62,117000,0,1,0,0
543,30,61,64000,0,0,1,0
544,5,54,84000,1,0,0,0
545,30,63,57000,0,1,0,0
546,235,26,52000,0,1,0,0
547,998,50,77000,0,1,0,0
548,328,22,46000,1,0,0,0
549,397,45,93000,0,1,0,0
550,894,88,64000,0,1,0,0
551,322,50,92000,0,1,0,0
552,321,65,119000,0,1,0,0
553,1094,65,72000,1,0,0,0
554,375,55,76000,0,0,1,0
555,842,71,95000,0,0,1,0
556,1036,34,46000,0,1,0,0
557,336,81,65000,0,0,1,0
558,50,70,40000,1,0,0,0
559,1800,65,98000,0,1,0,0
560,782,74,95000,1,0,0,0
561,673,30,67000,1,0,0,0
562,123,63,62000,0,1,0,0
563,791,73,58000,0,0,1,0
564,183,84,77000,0,1,0,0
565,333,56,52000,1,0,0,0
566,44,55,62000,0,1,0,0
567,306,63,70000,0,0,1,0
568,102,24,51000,0,1,0,0
569,1823,36,74000,0,0,1,0
570,780,56,69000,0,0,1,0
571,451,65,119000,0,1,0,0
572,34,75,75000,0,0,1,0
573,737,71,114000,0,0,1,0
574,215,71,118000,0,0,1,0
575,458,61,39000,0,0,1,0
576,133,73,88000,0,0,0,1
577,128,19,73000,0,0,1,0
578,368,64,34000,0,1,0,0
579,280,66,112000,0,1,0,0
580,153,37,59000,0,0,1,0
581,584,22,49000,0,0,1,0
582,8,54,96000,0,1,0,0
583,203,62,73000,0,0,1,0
584,202,50,75000,0,1,0,0
585,366,80,87000,0,1,0,0
586,1038,55,112000,0,0,1,0
587,511,40,50000,0,0,1,0
588,952,43,52000,0,0,1,0
589,537,61,53000,0,0,1,0
590,422,32,43000,0,1,0,0
591,1033,56,74000,1,0,0,0
592,327,68,32000,0,1,0,0
593,340,66,104000,0,1,0,0
594,213,36,35000,0,0,1,0
595,281,38,60000,0,0,1,0
596,1095,80,54000,0,1,0,0
597,185,82,68000,0,1,0,0
598,1004,45,74000,0,0,1,0
599,274,89,63000,0,0,1,0
600,232,45,94000,0,1,0,0
601,113,59,35000,0,0,1,0
602,127,22,44000,0,0,1,0
603,378,67,50000,0,1,0,0
604,599,30,41000,0,1,0,0
605,468,52,115000,1,0,0,0
606,116,56,88000,0,0,1,0
607,925,53,100000,0,1,0,0
608,1069,52,86000,1,0,0,0
609,960,58,36000,1,0,0,0
610,637,32,58000,0,0,1,0
611,885,51,73000,0,1,0,0
612,214,38,66000,0,1,0,0
613,1656,52,45000,0,1,0,0
614,657,45,72000,1,0,0,0
615,687,55,68000,0,0,1,0
616,291,81,41000,0,0,1,0
617,266,55,78000,0,0,1,0
618,1636,51,67000,0,1,0,0
619,819,35,34000,1,0,0,0
620,1057,71,74000,0,1,0,0
621,876,45,84000,0,0,1,0
622,724,45,99000,1,0,0,0
623,874,58,49000,1,0,0,0
624,1015,49,71000,0,0,1,0
625,310,62,48000,0,0,1,0
626,1015,65,99000,0,1,0,0
627,174,67,84000,1,0,0,0
628,199,50,63000,0,1,0,0
629,174,20,60000,0,1,0,0
630,88,49,31000,0,1,0,0
631,306,55,83000,0,0,1,0
632,1372,58,54000,0,0,1,0
633,780,36,32000,1,0,0,0
634,317,95,64000,0,1,0,0
635,196,83,99000,0,1,0,0
636,894,56,70000,0,1,0,0
637,430,66,54000,0,0,1,0
638,353,87,74000,0,0,1,0
639,702,63,56000,1,0,0,0
640,700,55,89000,0,0,1,0
641,360,52,114000,0,1,0,0
642,578,59,83000,0,1,0,0
643,803,59,51000,0,1,0,0
644,241,49,74000,0,1,0,0
645,1575,62,46000,0,1,0,0
646,1066,56,80000,0,1,0,0
647,482,51,97000,0,1,0,0
648,1510,47,62000,0,1,0,0
649,835,38,96000,0,0,1,0
650,18,43,44000,0,0,1,0
651,644,43,72000,0,0,1,0
652,994,49,84000,0,0,1,0
653,305,36,57000,0,1,0,0
654,610,45,58000,0,1,0,0
655,118,51,32000,1,0,0,0
656,48,53,95000,0,0,1,0
657,355,43,60000,0,0,1,0
658,123,57,82000,1,0,0,0
659,403,18,67000,0,1,0,0
660,785,40,41000,0,0,1,0
661,493,83,114000,0,1,0,0
662,185,49,65000,0,0,1,0
663,491,51,106000,0,1,0,0
664,120,25,55000,0,0,1,0
665,203,71,55000,0,0,1,0
666,313,58,71000,0,0,1,0
667,1476,53,36000,0,0,1,0
668,407,83,93000,0,1,0,0
669,864,46,56000,0,0,1,0
670,517,69,97000,0,1,0,0
671,359,51,73000,0,0,1,0
672,153,61,68000,0,0,1,0
673,357,81,101000,0,1,0,0
674,175,60,41000,0,0,1,0
675,1051,48,75000,0,0,1,0
676,1038,48,87000,0,1,0,0
677,1645,73,63000,0,0,1,0
678,166,41,89000,0,1,0,0
679,846,39,77000,0,1,0,0
680,292,31,56000,0,0,1,0
681,224,38,61000,0,0,1,0
682,319,46,36000,0,1,0,0
683,1352,87,72000,0,0,1,0
684,956,53,83000,0,1,0,0
685,42,42,44000,1,0,0,0
686,1736,93,48000,0,1,0,0
687,1067,42,41000,0,0,1,0
688,1005,54,79000,0,0,1,0
689,1,47,53000,0,0,1,0
690,236,75,109000,0,0,1,0
691,108,79,61000,0,1,0,0
692,290,36,64000,0,1,0,0
693,474,30,43000,0,0,1,0
694,1714,34,50000,0,0,1,0
695,920,39,78000,0,1,0,0
696,795,52,87000,0,1,0,0
697,832,43,34000,0,0,1,0
698,33,75,38000,0,0,1,0
699,313,47,40000,0,0,1,0
700,98,60,117000,0,1,0,0
701,185,31,43000,0,0,1,0
702,145,70,35000,0,0,1,0
703,199,49,36000,0,1,0,0
704,345,48,56000,0,0,1,0
705,220,37,36000,0,0,1,0
706,485,45,74000,1,0,0,0
707,1032,67,67000,0,1,0,0
708,1104,48,65000,0,0,1,0
709,1041,69,38000,0,0,1,0
710,220,66,32000,0,0,1,0
711,318,38,56000,0,0,1,0
712,345,59,90000,0,1,0,0
713,108,43,65000,0,0,1,0
714,1641,43,41000,0,0,1,0
715,462,68,108000,0,1,0,0
716,94,60,45000,0,0,1,0
717,1036,53,39000,0,0,1,0
718,161,34,50000,0,0,1,0
719,127,77,64000,0,0,1,0
720,442,88,73000,0,1,0,0
721,859,71,75000,1,0,0,0
722,32,62,88000,0,1,0,0
723,1457,63,86000,0,0,1,0
724,257,70,99000,0,0,1,0
725,115,38,33000,0,0,1,0
726,160,44,39000,0,1,0,0
727,143,40,50000,0,1,0,0
728,121,51,99000,0,0,1,0
729,640,47,84000,1,0,0,0
730,1808,72,60000,0,1,0,0
731,326,22,45000,0,0,1,0
732,881,48,51000,1,0,0,0
733,342,72,49000,0,0,1,0
734,327,70,37000,0,0,1,0
735,350,28,48000,1,0,0,0
736,1469,23,65000,0,0,1,0
737,9,38,75000,0,0,1,0
738,1014,71,67000,0,1,0,0
739,1764,50,51000,0,0,1,0
740,1331,72,35000,0,0,1,0
741,122,43,31000,0,0,1,0
742,808,63,70000,0,0,1,0
743,47,73,46000,0,0,1,0
744,943,53,57000,0,0,1,0
745,81,37,57000,0,1,0,0
746,18,36,30000,1,0,0,0
747,1367,45,44000,0,0,1,0
748,25,59,61000,0,0,1,0
749,671,74,51000,0,0,1,0
750,634,18,36000,0,0,1,0
751,604,94,84000,0,1,0,0
752,901,38,33000,0,0,1,0
753,683,67,50000,0,1,0,0
754,941,46,36000,0,1,0,0
755,219,82,41000,0,0,1,0
756,22,37,36000,0,0,1,0
757,53,65,71000,0,1,0,0
758,346,66,34000,0,1,0,0
759,656,65,57000,0,1,0,0
760,1070,57,87000,1,0,0,0
761,302,69,71000,1,0,0,0
762,774,54,52000,0,1,0,0
763,220,63,113000,0,0,1,0
764,113,55,82000,1,0,0,0
765,124,50,110000,0,1,0,0
766,309,64,81000,0,0,1,0
767,286,66,50000,0,0,1,0
768,595,76,62000,0,1,0,0
769,569,56,82000,0,1,0,0
770,441,49,75000,0,0,1,0
771,1008,29,53000,0,1,0,0
772,384,89,49000,1,0,0,0
773,801,51,56000,0,1,0,0
774,43,69,68000,0,0,1,0
775,1807,48,52000,0,0,1,0
776,1004,25,68000,0,0,1,0
777,1017,82,78000,0,0,1,0
778,674,57,70000,0,1,0,0
779,215,50,70000,0,0,1,0
780,930,52,42000,1,0,0,0
781,2,74,72000,0,1,0,0
782,310,27,95000,1,0,0,0
783,330,23,44000,1,0,0,0
784,53,49,59000,0,1,0,0
785,692,60,59000,1,0,0,0
786,450,80,88000,0,0,1,0
787,83,67,96000,1,0,0,0
788,770,62,81000,0,1,0,0
789,20,63,50000,0,0,1,0
790,824,54,109000,0,1,0,0
791,879,36,104000,1,0,0,0
792,87,45,55000,0,0,1,0
793,213,49,110000,0,1,0,0
794,359,61,35000,0,0,1,0
795,235,46,46000,0,0,1,0
796,1462,64,59000,0,0,1,0
797,426,85,56000,1,0,0,0
798,980,69,89000,0,1,0,0
799,1217,69,64000,0,0,1,0
800,391,66,70000,0,0,1,0
801,1447,60,56000,0,0,1,0
802,240,40,51000,0,1,0,0
803,1039,74,64000,0,0,1,0
804,1031,52,31000,0,1,0,0
805,355,58,102000,1,0,0,0
806,1086,62,55000,0,1,0,0
807,1021,61,118000,0,1,0,0
808,349,22,55000,0,1,0,0
809,489,62,35000,0,0,1,0
810,330,23,63000,0,0,1,0
